December 2021 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,5.78,0.69,87,5.09
AL-003,Baldwin County,Alabama,3.78,-1.13,44,4.91
AL-005,Barbour County,Alabama,4.23,-0.47,62,4.7
AL-007,Bibb County,Alabama,4.85,-0.36,76,5.21
AL-009,Blount County,Alabama,5.35,0.09,73,5.26
AL-011,Bullock County,Alabama,4.91,0.09,73,4.82
AL-013,Butler County,Alabama,3.69,-1.4,43,5.09
AL-015,Calhoun County,Alabama,5.81,0.9,91,4.91
AL-017,Chambers County,Alabama,5.32,0.37,83,4.95
AL-019,Cherokee County,Alabama,6.06,0.99,87,5.07
AL-021,Chilton County,Alabama,6,0.95,87,5.05
AL-023,Choctaw County,Alabama,3.22,-2.28,23,5.5
AL-025,Clarke County,Alabama,2.7,-2.64,14,5.34
AL-027,Clay County,Alabama,6.12,0.92,91,5.2
AL-029,Cleburne County,Alabama,5.77,0.85,93,4.92
AL-031,Coffee County,Alabama,3.58,-1.29,43,4.87
AL-033,Colbert County,Alabama,4.71,-0.8,59,5.51
AL-035,Conecuh County,Alabama,3.95,-1.09,47,5.04
AL-037,Coosa County,Alabama,5.94,0.81,86,5.13
AL-039,Covington County,Alabama,3.13,-1.77,35,4.9
AL-041,Crenshaw County,Alabama,4.29,-0.68,61,4.97
AL-043,Cullman County,Alabama,5.09,-0.39,63,5.48
AL-045,Dale County,Alabama,3.72,-0.98,53,4.7
AL-047,Dallas County,Alabama,4.24,-0.94,59,5.18
AL-049,DeKalb County,Alabama,5.44,0.12,74,5.32
AL-051,Elmore County,Alabama,6.59,1.44,95,5.15
AL-053,Escambia County,Alabama,4.94,-0.09,73,5.03
AL-055,Etowah County,Alabama,5.74,0.58,79,5.16
AL-057,Fayette County,Alabama,3.67,-1.78,35,5.45
AL-059,Franklin County,Alabama,5.35,-0.18,70,5.53
AL-061,Geneva County,Alabama,2.9,-1.83,30,4.73
AL-063,Greene County,Alabama,4.47,-0.67,61,5.14
AL-065,Hale County,Alabama,4.03,-1.15,48,5.18
AL-067,Henry County,Alabama,3.88,-0.72,59,4.6
AL-069,Houston County,Alabama,3.58,-0.91,56,4.49
AL-071,Jackson County,Alabama,5.6,0.22,77,5.38
AL-073,Jefferson County,Alabama,5.7,0.42,80,5.28
AL-075,Lamar County,Alabama,4.06,-1.27,46,5.33
AL-077,Lauderdale County,Alabama,5.11,-0.5,63,5.61
AL-079,Lawrence County,Alabama,5.26,-0.09,73,5.35
AL-081,Lee County,Alabama,5.52,0.61,88,4.91
AL-083,Limestone County,Alabama,5.58,0.03,74,5.55
AL-085,Lowndes County,Alabama,4.42,-0.5,65,4.92
AL-087,Macon County,Alabama,5.75,0.79,86,4.96
AL-089,Madison County,Alabama,5.12,-0.26,70,5.38
AL-091,Marengo County,Alabama,3.67,-1.58,40,5.25
AL-093,Marion County,Alabama,5.51,-0.03,74,5.54
AL-095,Marshall County,Alabama,4.8,-0.34,66,5.14
AL-097,Mobile County,Alabama,3.44,-1.73,26,5.17
AL-099,Monroe County,Alabama,4.1,-1.07,50,5.17
AL-101,Montgomery County,Alabama,5.24,0.36,83,4.88
AL-103,Morgan County,Alabama,4.95,-0.32,71,5.27
AL-105,Perry County,Alabama,4.42,-0.83,59,5.25
AL-107,Pickens County,Alabama,4.38,-0.74,54,5.12
AL-109,Pike County,Alabama,4.75,-0.13,65,4.88
AL-111,Randolph County,Alabama,4.86,-0.21,70,5.07
AL-113,Russell County,Alabama,4.63,0,71,4.63
AL-115,St. Clair County,Alabama,6.07,0.74,84,5.33
AL-117,Shelby County,Alabama,5.88,0.81,91,5.07
AL-119,Sumter County,Alabama,4.07,-1.27,45,5.34
AL-121,Talladega County,Alabama,5.67,0.66,88,5.01
AL-123,Tallapoosa County,Alabama,6.55,1.42,97,5.13
AL-125,Tuscaloosa County,Alabama,4.14,-1.17,50,5.31
AL-127,Walker County,Alabama,4.74,-0.75,58,5.49
AL-129,Washington County,Alabama,3.05,-2.4,20,5.45
AL-131,Wilcox County,Alabama,3.61,-1.64,43,5.25
AL-133,Winston County,Alabama,5.41,-0.18,74,5.59
AZ-001,Apache County,Arizona,1.48,0.42,98,1.06
AZ-003,Cochise County,Arizona,0.88,-0.29,71,1.17
AZ-005,Coconino County,Arizona,2.14,0.91,107,1.23
AZ-007,Gila County,Arizona,3.58,1.46,109,2.12
AZ-009,Graham County,Arizona,1.66,0.25,91,1.41
AZ-011,Greenlee County,Arizona,1.65,0.15,85,1.5
