September 2021 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,4.63,1.01,95,3.62
AL-003,Baldwin County,Alabama,7.87,2.06,98,5.81
AL-005,Barbour County,Alabama,2.29,-1.55,38,3.84
AL-007,Bibb County,Alabama,3.77,0.33,84,3.44
AL-009,Blount County,Alabama,4.44,0.81,94,3.63
AL-011,Bullock County,Alabama,4.14,0.56,90,3.58
AL-013,Butler County,Alabama,2.99,-0.97,53,3.96
AL-015,Calhoun County,Alabama,2.44,-1.02,55,3.46
AL-017,Chambers County,Alabama,4.88,1.46,106,3.42
AL-019,Cherokee County,Alabama,4.86,1.43,95,3.43
AL-021,Chilton County,Alabama,4.16,0.61,93,3.55
AL-023,Choctaw County,Alabama,5.6,1.81,106,3.79
AL-025,Clarke County,Alabama,5.55,1.68,102,3.87
AL-027,Clay County,Alabama,3.36,-0.29,66,3.65
AL-029,Cleburne County,Alabama,3.24,-0.2,68,3.44
AL-031,Coffee County,Alabama,2.87,-1.48,50,4.35
AL-033,Colbert County,Alabama,4.56,1.3,100,3.26
AL-035,Conecuh County,Alabama,4.17,-0.1,71,4.27
AL-037,Coosa County,Alabama,5.81,2.16,111,3.65
AL-039,Covington County,Alabama,4.4,-0.14,74,4.54
AL-041,Crenshaw County,Alabama,3.28,-0.69,65,3.97
AL-043,Cullman County,Alabama,6.16,2.53,115,3.63
AL-045,Dale County,Alabama,2.73,-1.57,49,4.3
AL-047,Dallas County,Alabama,3.68,0.21,83,3.47
AL-049,DeKalb County,Alabama,5.19,1.68,99,3.51
AL-051,Elmore County,Alabama,7.26,3.56,119,3.7
AL-053,Escambia County,Alabama,6.04,1.32,95,4.72
AL-055,Etowah County,Alabama,4.15,0.55,84,3.6
AL-057,Fayette County,Alabama,4.13,0.68,90,3.45
AL-059,Franklin County,Alabama,4.98,1.64,102,3.34
AL-061,Geneva County,Alabama,5.17,0.49,83,4.68
AL-063,Greene County,Alabama,5.02,1.82,112,3.2
AL-065,Hale County,Alabama,4.95,1.71,106,3.24
AL-067,Henry County,Alabama,2.61,-1.46,51,4.07
AL-069,Houston County,Alabama,5.48,1.04,97,4.44
AL-071,Jackson County,Alabama,5.9,2.36,106,3.54
AL-073,Jefferson County,Alabama,3.15,-0.39,68,3.54
AL-075,Lamar County,Alabama,4.02,0.73,89,3.29
AL-077,Lauderdale County,Alabama,4.88,1.58,106,3.3
AL-079,Lawrence County,Alabama,5.78,2.42,109,3.36
AL-081,Lee County,Alabama,5.35,1.89,106,3.46
AL-083,Limestone County,Alabama,7.06,3.7,124,3.36
AL-085,Lowndes County,Alabama,3.91,0.22,82,3.69
AL-087,Macon County,Alabama,5.39,1.9,110,3.49
AL-089,Madison County,Alabama,6.36,2.89,116,3.47
AL-091,Marengo County,Alabama,5.05,1.63,107,3.42
AL-093,Marion County,Alabama,4.74,1.37,102,3.37
AL-095,Marshall County,Alabama,4.27,0.72,89,3.55
AL-097,Mobile County,Alabama,7.83,2.19,100,5.64
AL-099,Monroe County,Alabama,4.93,0.94,91,3.99
AL-101,Montgomery County,Alabama,5.24,1.6,106,3.64
AL-103,Morgan County,Alabama,6.01,2.58,115,3.43
AL-105,Perry County,Alabama,4.62,1.28,100,3.34
AL-107,Pickens County,Alabama,5,1.83,108,3.17
AL-109,Pike County,Alabama,3.23,-0.73,61,3.96
