February 2023 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,58.4,9.2,127,49.2
AL-003,Baldwin County,Alabama,61.5,7.9,126,53.6
AL-005,Barbour County,Alabama,61.6,11,130,50.6
AL-007,Bibb County,Alabama,55.6,8.3,125,47.3
AL-009,Blount County,Alabama,54.1,9.6,129,44.5
AL-011,Bullock County,Alabama,59.9,10.2,129,49.7
AL-013,Butler County,Alabama,59.5,9,126,50.5
AL-015,Calhoun County,Alabama,54.3,9,128,45.3
AL-017,Chambers County,Alabama,55.8,9.3,128,46.5
AL-019,Cherokee County,Alabama,52.8,8.4,128,44.4
AL-021,Chilton County,Alabama,56.6,9,128,47.6
AL-023,Choctaw County,Alabama,57,6.9,122,50.1
AL-025,Clarke County,Alabama,57.8,7,123,50.8
AL-027,Clay County,Alabama,54.6,8.9,128,45.7
AL-029,Cleburne County,Alabama,54,9.7,128,44.4
AL-031,Coffee County,Alabama,60.8,9.2,128,51.6
AL-033,Colbert County,Alabama,51.6,8.7,127,42.9
AL-035,Conecuh County,Alabama,60.3,8.6,126,51.7
AL-037,Coosa County,Alabama,56.3,8.9,128,47.4
AL-039,Covington County,Alabama,60.7,8.8,127,51.9
AL-041,Crenshaw County,Alabama,59.6,9.2,127,50.4
AL-043,Cullman County,Alabama,53.6,9.6,130,44
AL-045,Dale County,Alabama,61.8,9.9,129,51.9
AL-047,Dallas County,Alabama,58.6,8.9,125,49.7
AL-049,DeKalb County,Alabama,51.5,8.6,128,42.9
AL-051,Elmore County,Alabama,58.1,9.1,127,49
AL-053,Escambia County,Alabama,60.8,8.2,126,52.6
AL-055,Etowah County,Alabama,53.2,8.4,128,44.8
AL-057,Fayette County,Alabama,53.4,7.6,124,45.8
AL-059,Franklin County,Alabama,51.3,8.1,126,43.2
AL-061,Geneva County,Alabama,61.1,8.6,127,52.5
AL-063,Greene County,Alabama,55.3,7.1,125,48.2
AL-065,Hale County,Alabama,55.6,7.4,125,48.2
AL-067,Henry County,Alabama,62.6,10.9,130,51.7
AL-069,Houston County,Alabama,62.1,9.2,129,52.9
AL-071,Jackson County,Alabama,51.5,8.7,128,42.8
AL-073,Jefferson County,Alabama,54.6,8.6,128,46
AL-075,Lamar County,Alabama,53.5,7.6,125,45.9
AL-077,Lauderdale County,Alabama,50.8,8.4,127,42.4
AL-079,Lawrence County,Alabama,51.5,8.2,128,43.3
AL-081,Lee County,Alabama,57.4,9.2,128,48.2
AL-083,Limestone County,Alabama,51.1,8.2,128,42.9
AL-085,Lowndes County,Alabama,59.4,9.2,126,50.2
AL-087,Macon County,Alabama,58.9,9.5,128,49.4
AL-089,Madison County,Alabama,51.7,8.6,128,43.1
AL-091,Marengo County,Alabama,56.1,6.6,121,49.5
AL-093,Marion County,Alabama,51.8,7.5,125,44.3
AL-095,Marshall County,Alabama,52.7,8.7,128,44
AL-097,Mobile County,Alabama,61,7.8,125,53.2
AL-099,Monroe County,Alabama,59.5,8.3,126,51.2
AL-101,Montgomery County,Alabama,59.1,9.1,126,50
AL-103,Morgan County,Alabama,52.6,9,128,43.6
AL-105,Perry County,Alabama,56.6,8.1,124,48.5
AL-107,Pickens County,Alabama,55.1,8,125,47.1
AL-109,Pike County,Alabama,60.4,9.8,129,50.6
AL-111,Randolph County,Alabama,54.8,9.6,128,45.2
AL-113,Russell County,Alabama,59.3,9.7,129,49.6
AL-115,St. Clair County,Alabama,54.4,8.9,128,45.5
AL-117,Shelby County,Alabama,55.3,8.6,128,46.7
AL-119,Sumter County,Alabama,55.5,6.6,121,48.9
AL-121,Talladega County,Alabama,55.1,8.5,127,46.6
AL-123,Tallapoosa County,Alabama,56.2,8.9,128,47.3
AL-125,Tuscaloosa County,Alabama,54.9,7.8,127,47.1
AL-127,Walker County,Alabama,53.3,7.8,125,45.5
AL-129,Washington County,Alabama,58.6,7,122,51.6
AL-131,Wilcox County,Alabama,58.7,8.4,124,50.3
AL-133,Winston County,Alabama,51.9,8.1,127,43.8
AZ-001,Apache County,Arizona,31.5,-3,23,34.5
AZ-003,Cochise County,Arizona,44.2,-2.7,20,46.9
AZ-005,Coconino County,Arizona,33.2,-3.3,18,36.5
AZ-007,Gila County,Arizona,41.7,-2.6,19,44.3
AZ-009,Graham County,Arizona,43.9,-2.2,30,46.1
AZ-011,Greenlee County,Arizona,39.7,-2.3,27,42
AZ-012,La Paz County,Arizona,53.1,-2.5,24,55.6
AZ-013,Maricopa County,Arizona,52.6,-2.1,26,54.7
AZ-015,Mohave County,Arizona,43.2,-3,22,46.2
AZ-017,Navajo County,Arizona,32,-3.8,14,35.8
AZ-019,Pima County,Arizona,50.4,-2.3,26,52.7
AZ-021,Pinal County,Arizona,51.5,-1.7,32,53.2
AZ-023,Santa Cruz County,Arizona,44.9,-2,29,46.9
AZ-025,Yavapai County,Arizona,41.7,-2.4,27,44.1
AZ-027,Yuma County,Arizona,54.8,-2.1,24,56.9
AR-001,Arkansas County,Arkansas,51.6,6.7,120,44.9
AR-003,Ashley County,Arkansas,53.9,6.6,120,47.3
AR-005,Baxter County,Arkansas,45,6.2,120,38.8
AR-007,Benton County,Arkansas,44.1,5,112,39.1
AR-009,Boone County,Arkansas,44.8,6.2,120,38.6
AR-011,Bradley County,Arkansas,53.1,6.5,123,46.6
AR-013,Calhoun County,Arkansas,52.4,5.8,118,46.7
AR-015,Carroll County,Arkansas,44.3,5.5,116,38.8
AR-017,Chicot County,Arkansas,53.4,5.9,118,47.5
AR-019,Clark County,Arkansas,50.2,4.6,114,45.6
AR-021,Clay County,Arkansas,46.8,7.1,121,39.7
AR-023,Cleburne County,Arkansas,47.3,6.1,119,41.2
AR-025,Cleveland County,Arkansas,52,6.1,121,45.9
AR-027,Columbia County,Arkansas,52.2,4.6,114,47.6
AR-029,Conway County,Arkansas,47.7,5.1,114,42.6
AR-031,Craighead County,Arkansas,47.7,6.9,120,40.8
AR-033,Crawford County,Arkansas,46.7,5,116,41.7
AR-035,Crittenden County,Arkansas,49.1,6,121,43.1
AR-037,Cross County,Arkansas,48.3,5.7,117,42.6
AR-039,Dallas County,Arkansas,51,5.1,117,45.9
AR-041,Desha County,Arkansas,52,6,117,46.1
AR-043,Drew County,Arkansas,53.3,6.8,123,46.5
AR-045,Faulkner County,Arkansas,48,4.9,114,43.1
AR-047,Franklin County,Arkansas,46.4,4.8,114,41.6
AR-049,Fulton County,Arkansas,45.3,7.2,123,38.1
AR-051,Garland County,Arkansas,48.9,5,117,43.9
AR-053,Grant County,Arkansas,50.2,4.8,115,45.4
AR-055,Greene County,Arkansas,47.3,7.1,121,40.2
AR-057,Hempstead County,Arkansas,50.4,4.3,112,46.1
AR-059,Hot Spring County,Arkansas,49.8,4.7,115,45.1
AR-061,Howard County,Arkansas,48.6,3.9,107,44.7
AR-063,Independence County,Arkansas,46.8,6.2,119,40.6
AR-065,Izard County,Arkansas,45.7,6.4,120,39.3
AR-067,Jackson County,Arkansas,47.2,5.9,118,41.3
AR-069,Jefferson County,Arkansas,51.2,5.9,119,45.3
AR-071,Johnson County,Arkansas,46,5,114,41
AR-073,Lafayette County,Arkansas,52.4,4.9,115,47.5
AR-075,Lawrence County,Arkansas,46.7,6.6,121,40.1
AR-077,Lee County,Arkansas,50,6,119,44
AR-079,Lincoln County,Arkansas,52.5,6.7,123,45.8
AR-081,Little River County,Arkansas,50.8,4.5,112,46.3
AR-083,Logan County,Arkansas,47.1,4.5,113,42.6
AR-085,Lonoke County,Arkansas,50.2,6,119,44.2
AR-087,Madison County,Arkansas,44.5,5.6,117,38.9
AR-089,Marion County,Arkansas,44.9,6.1,119,38.8
AR-091,Miller County,Arkansas,52.6,5.1,115,47.5
AR-093,Mississippi County,Arkansas,48,6.6,120,41.4
AR-095,Monroe County,Arkansas,50.7,6.6,121,44.1
AR-097,Montgomery County,Arkansas,48.5,5.1,116,43.4
AR-099,Nevada County,Arkansas,50.7,4.3,111,46.4
AR-101,Newton County,Arkansas,44.6,5.9,118,38.7
AR-103,Ouachita County,Arkansas,51.6,4.7,116,46.9
AR-105,Perry County,Arkansas,48.4,5,116,43.4
AR-107,Phillips County,Arkansas,51.2,6.6,121,44.6
AR-109,Pike County,Arkansas,48.7,4.1,109,44.6
AR-111,Poinsett County,Arkansas,47.9,6.3,120,41.6
AR-113,Polk County,Arkansas,46.6,3.9,108,42.7
AR-115,Pope County,Arkansas,47,5.5,117,41.5
AR-117,Prairie County,Arkansas,50.3,6.2,120,44.1
AR-119,Pulaski County,Arkansas,49.8,5.5,118,44.3
AR-121,Randolph County,Arkansas,46.3,7,122,39.3
AR-123,St. Francis County,Arkansas,49.2,5.8,117,43.4
AR-125,Saline County,Arkansas,49.1,4.9,115,44.2
AR-127,Scott County,Arkansas,47,4.3,111,42.7
AR-129,Searcy County,Arkansas,44.8,5.6,118,39.2
AR-131,Sebastian County,Arkansas,47.7,4.9,116,42.8
AR-133,Sevier County,Arkansas,49.2,4,108,45.2
AR-135,Sharp County,Arkansas,45.7,6.7,121,39
