September 2022 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,1.36,-2.26,18,3.62
AL-003,Baldwin County,Alabama,1.03,-4.78,4,5.81
AL-005,Barbour County,Alabama,1.99,-1.85,32,3.84
AL-007,Bibb County,Alabama,1.82,-1.62,35,3.44
AL-009,Blount County,Alabama,2.18,-1.45,41,3.63
AL-011,Bullock County,Alabama,2.31,-1.27,40,3.58
AL-013,Butler County,Alabama,0.95,-3.01,10,3.96
AL-015,Calhoun County,Alabama,2.33,-1.13,50,3.46
AL-017,Chambers County,Alabama,2.92,-0.5,59,3.42
AL-019,Cherokee County,Alabama,3.53,0.1,69,3.43
AL-021,Chilton County,Alabama,1.83,-1.72,32,3.55
AL-023,Choctaw County,Alabama,1.44,-2.35,19,3.79
AL-025,Clarke County,Alabama,1.32,-2.55,12,3.87
AL-027,Clay County,Alabama,2.66,-0.99,52,3.65
AL-029,Cleburne County,Alabama,2.95,-0.49,59,3.44
AL-031,Coffee County,Alabama,2.02,-2.33,26,4.35
AL-033,Colbert County,Alabama,3.39,0.13,76,3.26
AL-035,Conecuh County,Alabama,0.51,-3.76,3,4.27
AL-037,Coosa County,Alabama,2.66,-0.99,51,3.65
AL-039,Covington County,Alabama,1.36,-3.18,10,4.54
AL-041,Crenshaw County,Alabama,1.81,-2.16,29,3.97
AL-043,Cullman County,Alabama,2.62,-1.01,46,3.63
AL-045,Dale County,Alabama,1.87,-2.43,20,4.3
AL-047,Dallas County,Alabama,0.72,-2.75,8,3.47
AL-049,DeKalb County,Alabama,3.85,0.34,77,3.51
AL-051,Elmore County,Alabama,2.31,-1.39,43,3.7
AL-053,Escambia County,Alabama,0.6,-4.12,3,4.72
AL-055,Etowah County,Alabama,2.36,-1.24,49,3.6
AL-057,Fayette County,Alabama,2.62,-0.83,53,3.45
AL-059,Franklin County,Alabama,3.12,-0.22,71,3.34
AL-061,Geneva County,Alabama,1.66,-3.02,14,4.68
AL-063,Greene County,Alabama,3.39,0.19,76,3.2
AL-065,Hale County,Alabama,2.03,-1.21,39,3.24
AL-067,Henry County,Alabama,1.72,-2.35,18,4.07
AL-069,Houston County,Alabama,1.6,-2.84,11,4.44
AL-071,Jackson County,Alabama,4.16,0.62,84,3.54
AL-073,Jefferson County,Alabama,2.22,-1.32,45,3.54
AL-075,Lamar County,Alabama,2.22,-1.07,47,3.29
AL-077,Lauderdale County,Alabama,3.12,-0.18,68,3.3
AL-079,Lawrence County,Alabama,3.31,-0.05,72,3.36
AL-081,Lee County,Alabama,2.59,-0.87,47,3.46
AL-083,Limestone County,Alabama,3.39,0.03,71,3.36
AL-085,Lowndes County,Alabama,1.34,-2.35,21,3.69
AL-087,Macon County,Alabama,2.26,-1.23,40,3.49
AL-089,Madison County,Alabama,3.79,0.32,79,3.47
AL-091,Marengo County,Alabama,1.66,-1.76,25,3.42
AL-093,Marion County,Alabama,2.5,-0.87,48,3.37
AL-095,Marshall County,Alabama,3.83,0.28,83,3.55
AL-097,Mobile County,Alabama,1.23,-4.41,4,5.64
AL-099,Monroe County,Alabama,0.71,-3.28,5,3.99
AL-101,Montgomery County,Alabama,2.11,-1.53,38,3.64
AL-103,Morgan County,Alabama,3.15,-0.28,66,3.43
AL-105,Perry County,Alabama,1.03,-2.31,12,3.34
AL-107,Pickens County,Alabama,3.13,-0.04,71,3.17
AL-109,Pike County,Alabama,2.45,-1.51,42,3.96
AL-111,Randolph County,Alabama,3.2,-0.31,69,3.51
AL-113,Russell County,Alabama,2.56,-0.79,55,3.35
