February 2022 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,5,-0.27,65,5.27
AL-003,Baldwin County,Alabama,2.25,-2.74,17,4.99
AL-005,Barbour County,Alabama,3.13,-1.8,33,4.93
AL-007,Bibb County,Alabama,6.34,1.03,90,5.31
AL-009,Blount County,Alabama,8.84,3.62,120,5.22
AL-011,Bullock County,Alabama,4.46,-0.65,60,5.11
AL-013,Butler County,Alabama,5.56,0.25,83,5.31
AL-015,Calhoun County,Alabama,6.85,1.67,103,5.18
AL-017,Chambers County,Alabama,4.4,-0.87,56,5.27
AL-019,Cherokee County,Alabama,7.39,2.15,110,5.24
AL-021,Chilton County,Alabama,5.51,0.27,78,5.24
AL-023,Choctaw County,Alabama,4.56,-0.85,56,5.41
AL-025,Clarke County,Alabama,3.75,-1.62,37,5.37
AL-027,Clay County,Alabama,6.06,0.63,82,5.43
AL-029,Cleburne County,Alabama,6.12,0.91,83,5.21
AL-031,Coffee County,Alabama,2.09,-3.06,13,5.15
AL-033,Colbert County,Alabama,8.07,3.2,112,4.87
AL-035,Conecuh County,Alabama,4.4,-0.92,53,5.32
AL-037,Coosa County,Alabama,5.94,0.59,86,5.35
AL-039,Covington County,Alabama,3,-2.23,26,5.23
AL-041,Crenshaw County,Alabama,5.22,-0.02,74,5.24
AL-043,Cullman County,Alabama,8.81,3.58,120,5.23
AL-045,Dale County,Alabama,1.69,-3.36,6,5.05
AL-047,Dallas County,Alabama,5.18,-0.02,76,5.2
AL-049,DeKalb County,Alabama,8.11,2.88,115,5.23
AL-051,Elmore County,Alabama,5.44,0.14,84,5.3
AL-053,Escambia County,Alabama,3.12,-2.19,27,5.31
AL-055,Etowah County,Alabama,8.8,3.54,121,5.26
AL-057,Fayette County,Alabama,8.82,3.57,117,5.25
AL-059,Franklin County,Alabama,8.36,3.36,112,5
AL-061,Geneva County,Alabama,1.25,-3.91,2,5.16
AL-063,Greene County,Alabama,5.82,0.66,82,5.16
AL-065,Hale County,Alabama,5.78,0.56,83,5.22
AL-067,Henry County,Alabama,1.79,-3.29,10,5.08
AL-069,Houston County,Alabama,1.34,-3.67,4,5.01
AL-071,Jackson County,Alabama,8.03,2.97,114,5.06
AL-073,Jefferson County,Alabama,7.72,2.51,110,5.21
AL-075,Lamar County,Alabama,8.32,3.19,112,5.13
AL-077,Lauderdale County,Alabama,8.24,3.29,113,4.95
AL-079,Lawrence County,Alabama,7.54,2.64,109,4.9
AL-081,Lee County,Alabama,5.25,0.11,80,5.14
AL-083,Limestone County,Alabama,7.6,2.6,110,5
AL-085,Lowndes County,Alabama,5.35,0.21,82,5.14
AL-087,Macon County,Alabama,5.3,0.18,84,5.12
AL-089,Madison County,Alabama,8.34,3.34,114,5
AL-091,Marengo County,Alabama,4.99,-0.24,66,5.23
