May 2021 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,3.87,-0.04,70,3.91
AL-003,Baldwin County,Alabama,5.2,0.69,94,4.51
AL-005,Barbour County,Alabama,2.45,-1.41,37,3.86
AL-007,Bibb County,Alabama,6.68,2.43,111,4.25
AL-009,Blount County,Alabama,5.62,1.18,91,4.44
AL-011,Bullock County,Alabama,2.5,-1.19,42,3.69
AL-013,Butler County,Alabama,4,-0.14,65,4.14
AL-015,Calhoun County,Alabama,6.44,2.34,109,4.1
AL-017,Chambers County,Alabama,4.68,0.82,97,3.86
AL-019,Cherokee County,Alabama,5.56,1.43,100,4.13
AL-021,Chilton County,Alabama,5.14,1.14,95,4
AL-023,Choctaw County,Alabama,3.73,-0.84,57,4.57
AL-025,Clarke County,Alabama,3.8,-0.87,63,4.67
AL-027,Clay County,Alabama,6.47,2.46,111,4.01
AL-029,Cleburne County,Alabama,6.84,2.72,115,4.12
AL-031,Coffee County,Alabama,4.5,0.49,89,4.01
AL-033,Colbert County,Alabama,3.47,-0.98,46,4.45
AL-035,Conecuh County,Alabama,5.62,1.25,99,4.37
AL-037,Coosa County,Alabama,5.85,1.94,106,3.91
AL-039,Covington County,Alabama,5.02,0.76,94,4.26
AL-041,Crenshaw County,Alabama,3.79,-0.29,66,4.08
AL-043,Cullman County,Alabama,4.21,-0.36,65,4.57
AL-045,Dale County,Alabama,3.56,-0.33,68,3.89
AL-047,Dallas County,Alabama,3.24,-0.83,52,4.07
AL-049,DeKalb County,Alabama,4.76,0.49,86,4.27
AL-051,Elmore County,Alabama,4.74,0.98,94,3.76
AL-053,Escambia County,Alabama,5.46,0.94,91,4.52
AL-055,Etowah County,Alabama,5.88,1.65,96,4.23
AL-057,Fayette County,Alabama,6.24,1.58,105,4.66
AL-059,Franklin County,Alabama,3.78,-0.72,54,4.5
AL-061,Geneva County,Alabama,4.43,0.39,86,4.04
AL-063,Greene County,Alabama,5.29,1.08,100,4.21
AL-065,Hale County,Alabama,4.14,0,74,4.14
AL-067,Henry County,Alabama,2.63,-1.16,48,3.79
AL-069,Houston County,Alabama,3.25,-0.63,64,3.88
AL-071,Jackson County,Alabama,3.65,-0.64,47,4.29
AL-073,Jefferson County,Alabama,6.11,1.77,107,4.34
AL-075,Lamar County,Alabama,5.48,0.94,94,4.54
AL-077,Lauderdale County,Alabama,4.03,-0.42,61,4.45
AL-079,Lawrence County,Alabama,4.63,0.16,73,4.47
AL-081,Lee County,Alabama,4.25,0.49,91,3.76
AL-083,Limestone County,Alabama,5.03,0.48,81,4.55
AL-085,Lowndes County,Alabama,3.04,-0.84,49,3.88
AL-087,Macon County,Alabama,3.02,-0.67,56,3.69
AL-089,Madison County,Alabama,4.38,-0.1,71,4.48
AL-091,Marengo County,Alabama,3.81,-0.5,70,4.31
AL-093,Marion County,Alabama,5.23,0.62,86,4.61
AL-095,Marshall County,Alabama,4.52,0.24,75,4.28
AL-097,Mobile County,Alabama,5.94,1.19,96,4.75
AL-099,Monroe County,Alabama,4.91,0.44,79,4.47
