October 2021 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AR-073,Lafayette County,Arkansas,2.67,-0.62,60,3.29
AR-075,Lawrence County,Arkansas,3.97,0.74,91,3.23
AR-077,Lee County,Arkansas,5.68,2.38,113,3.3
AR-079,Lincoln County,Arkansas,3.55,0.28,75,3.27
AR-081,Little River County,Arkansas,3.19,-0.46,68,3.65
AR-083,Logan County,Arkansas,4.38,0.73,86,3.65
AR-085,Lonoke County,Arkansas,5.23,1.86,102,3.37
AR-087,Madison County,Arkansas,6.26,2.55,112,3.71
AR-089,Marion County,Arkansas,5.3,2.07,110,3.23
AR-091,Miller County,Arkansas,2.42,-0.98,51,3.4
AR-093,Mississippi County,Arkansas,3.51,0.34,81,3.17
AR-095,Monroe County,Arkansas,3.99,0.71,88,3.29
AR-097,Montgomery County,Arkansas,3.22,-0.64,58,3.86
AR-099,Nevada County,Arkansas,3.52,0.08,73,3.44
AR-101,Newton County,Arkansas,5.75,2.05,104,3.7
AR-103,Ouachita County,Arkansas,5.06,1.72,100,3.34
AR-105,Perry County,Arkansas,3.92,0.4,79,3.52
AR-107,Phillips County,Arkansas,4.64,1.4,96,3.24
AR-109,Pike County,Arkansas,2.55,-1.28,45,3.83
AR-111,Poinsett County,Arkansas,3.71,0.45,84,3.26
AR-113,Polk County,Arkansas,4.02,0,71,4.02
AR-115,Pope County,Arkansas,4.05,0.24,81,3.81
AR-117,Prairie County,Arkansas,3.93,0.65,87,3.28
AR-119,Pulaski County,Arkansas,4.59,1.09,92,3.5
AR-121,Randolph County,Arkansas,5.17,1.96,108,3.21
AR-123,St. Francis County,Arkansas,4.64,1.32,99,3.32
AR-125,Saline County,Arkansas,3.41,-0.27,63,3.68
AR-127,Scott County,Arkansas,4.75,1.06,86,3.69
AR-129,Searcy County,Arkansas,5.22,1.73,101,3.49
AR-131,Sebastian County,Arkansas,7.22,3.68,120,3.54
AR-133,Sevier County,Arkansas,3.29,-0.52,60,3.81
AR-135,Sharp County,Arkansas,5.32,2.1,111,3.22
AR-137,Stone County,Arkansas,3.68,0.23,81,3.45
AR-139,Union County,Arkansas,3.43,0.13,81,3.3
AR-141,Van Buren County,Arkansas,3.75,-0.04,80,3.79
AR-143,Washington County,Arkansas,7.17,3.41,117,3.76
AR-145,White County,Arkansas,4.35,0.95,94,3.4
AR-147,Woodruff County,Arkansas,3.54,0.27,83,3.27
AR-149,Yell County,Arkansas,3.02,-0.65,63,3.67
CA-001,Alameda County,California,5.04,4.13,129,0.92
CA-003,Alpine County,California,8.35,6.51,128,1.84
CA-005,Amador County,California,8.82,7.02,129,1.8
CA-007,Butte County,California,8.93,6.54,126,2.39
CA-009,Calaveras County,California,8.19,6.43,129,1.76
CA-011,Colusa County,California,5.59,4.48,128,1.11
CA-013,Contra Costa County,California,5.03,4.15,129,0.88
CA-015,Del Norte County,California,9.08,3.55,112,5.53
CA-017,El Dorado County,California,11.09,8.75,129,2.34
CA-019,Fresno County,California,2.48,1.61,119,0.87
CA-021,Glenn County,California,6.14,4.8,128,1.34
CA-023,Humboldt County,California,7.12,3.11,107,4.01
CA-025,Imperial County,California,0.05,-0.19,62,0.24
CA-027,Inyo County,California,0.42,0.1,92,0.32
CA-029,Kern County,California,0.92,0.55,110,0.37
CA-031,Kings County,California,0.82,0.46,112,0.36
CA-033,Lake County,California,10.09,7.81,128,2.28
CA-035,Lassen County,California,4.13,2.84,127,1.29
CA-037,Los Angeles County,California,0.79,0.28,100,0.51
CA-039,Madera County,California,3.05,1.97,122,1.08
CA-041,Marin County,California,8.78,7.04,128,1.74
CA-043,Mariposa County,California,4.88,3.32,126,1.56
CA-045,Mendocino County,California,10.66,7.78,127,2.88
CA-047,Merced County,California,1.48,0.96,121,0.52
CA-049,Modoc County,California,2.89,1.64,124,1.25
CA-051,Mono County,California,3.15,2.35,127,0.8
CA-053,Monterey County,California,2.35,1.61,122,0.74
CA-055,Napa County,California,7.99,6.49,128,1.5
CA-057,Nevada County,California,13.47,10.72,128,2.75
CA-059,Orange County,California,0.54,0.06,90,0.48
CA-061,Placer County,California,12.55,10.06,128,2.49
CA-063,Plumas County,California,10.52,8.16,127,2.36
CA-065,Riverside County,California,0.33,-0.08,80,0.41
CA-067,Sacramento County,California,5.04,4.13,129,0.91
CA-069,San Benito County,California,2,1.34,123,0.66
CA-071,San Bernardino County,California,0.35,-0.02,81,0.37
CA-073,San Diego County,California,0.97,0.37,103,0.6
CA-075,San Francisco County,California,6.44,5.24,128,1.2
CA-077,San Joaquin County,California,3.96,3.27,129,0.69
CA-079,San Luis Obispo County,California,1.92,1.26,119,0.66
CA-081,San Mateo County,California,5.89,4.55,127,1.34
CA-083,Santa Barbara County,California,1.58,0.92,115,0.66
CA-085,Santa Clara County,California,4.62,3.59,128,1.03
CA-087,Santa Cruz County,California,5.99,4.57,128,1.43
CA-089,Shasta County,California,7.99,5.49,125,2.5
CA-091,Sierra County,California,12.4,9.8,128,2.6
CA-093,Siskiyou County,California,5.48,2.87,118,2.61
CA-095,Solano County,California,5.28,4.35,128,0.93
CA-097,Sonoma County,California,10.17,8.03,129,2.14
CA-099,Stanislaus County,California,2.76,2.13,128,0.63
CA-101,Sutter County,California,4.85,3.83,128,1.02
CA-103,Tehama County,California,7.73,5.6,128,2.13
CA-105,Trinity County,California,8.26,4.77,119,3.49
CA-107,Tulare County,California,2.83,1.95,125,0.88
CA-109,Tuolumne County,California,7.66,5.6,127,2.06
CA-111,Ventura County,California,1.29,0.68,107,0.61
CA-113,Yolo County,California,5.24,4.3,128,0.94
CA-115,Yuba County,California,8.7,6.72,128,1.98
CO-001,Adams County,Colorado,0.28,-0.71,20,0.99
CO-003,Alamosa County,Colorado,0.53,-0.31,49,0.84
CO-005,Arapahoe County,Colorado,0.33,-0.69,25,1.02
CO-007,Archuleta County,Colorado,1.82,-0.23,73,2.05
CO-009,Baca County,Colorado,0.32,-0.68,37,1
CO-011,Bent County,Colorado,0.55,-0.31,69,0.86
CO-013,Boulder County,Colorado,0.6,-0.83,20,1.43
CO-014,Broomfield County,Colorado,0.2,-0.89,9,1.09
CO-015,Chaffee County,Colorado,1.05,-0.26,59,1.31
CO-017,Cheyenne County,Colorado,0.22,-0.64,36,0.86
CO-019,Clear Creek County,Colorado,1.11,-0.74,35,1.85
CO-021,Conejos County,Colorado,1.2,-0.19,64,1.39
CO-023,Costilla County,Colorado,0.93,-0.38,47,1.31
CO-025,Crowley County,Colorado,0.29,-0.39,46,0.68
CO-027,Custer County,Colorado,0.46,-1,17,1.46
CO-029,Delta County,Colorado,1.79,0.15,78,1.64
CO-031,Denver County,Colorado,0.16,-0.93,8,1.09
CO-033,Dolores County,Colorado,2.31,0.2,83,2.11
CO-035,Douglas County,Colorado,0.38,-0.82,20,1.2
CO-037,Eagle County,Colorado,1.95,0.2,83,1.75
CO-039,Elbert County,Colorado,0.31,-0.63,23,0.94
CO-041,El Paso County,Colorado,0.3,-0.59,21,0.89
CO-043,Fremont County,Colorado,0.29,-0.66,17,0.95
CO-045,Garfield County,Colorado,2.72,0.79,101,1.93
CO-047,Gilpin County,Colorado,0.86,-0.75,30,1.61
CO-049,Grand County,Colorado,1.33,-0.33,51,1.66
CO-051,Gunnison County,Colorado,1.65,-0.14,65,1.79
CO-053,Hinsdale County,Colorado,2.58,-0.24,71,2.82
CO-055,Huerfano County,Colorado,0.45,-0.7,25,1.15
CO-057,Jackson County,Colorado,2.07,0.31,83,1.76
CO-059,Jefferson County,Colorado,0.4,-0.89,20,1.29
CO-061,Kiowa County,Colorado,0.41,-0.41,55,0.82
CO-063,Kit Carson County,Colorado,0.27,-0.64,31,0.91
CO-065,Lake County,Colorado,1.53,-0.12,67,1.65
CO-067,La Plata County,Colorado,1.71,-0.43,69,2.14
CO-069,Larimer County,Colorado,0.81,-0.6,37,1.41
CO-071,Las Animas County,Colorado,0.51,-0.5,40,1.01
CO-073,Lincoln County,Colorado,0.16,-0.6,21,0.76
CO-075,Logan County,Colorado,0.55,-0.42,48,0.97
CO-077,Mesa County,Colorado,2.34,0.73,100,1.61
CO-079,Mineral County,Colorado,2.81,-0.01,81,2.82
CO-081,Moffat County,Colorado,2.09,0.6,101,1.49
CO-083,Montezuma County,Colorado,1.64,-0.04,74,1.68
CO-085,Montrose County,Colorado,1.66,0.19,84,1.47
CO-087,Morgan County,Colorado,0.34,-0.52,30,0.86
CO-089,Otero County,Colorado,0.6,-0.25,63,0.85
CO-091,Ouray County,Colorado,1.72,-0.15,64,1.87
CO-093,Park County,Colorado,0.71,-0.47,28,1.18
CO-095,Phillips County,Colorado,0.82,-0.2,63,1.02
CO-097,Pitkin County,Colorado,2.24,0.13,72,2.11
CO-099,Prowers County,Colorado,0.42,-0.52,52,0.94
CO-101,Pueblo County,Colorado,0.23,-0.6,23,0.83
CO-103,Rio Blanco County,Colorado,2.65,0.93,109,1.72
CO-105,Rio Grande County,Colorado,0.99,-0.23,65,1.22
CO-107,Routt County,Colorado,2.68,0.62,95,2.06
CO-109,Saguache County,Colorado,0.94,-0.45,54,1.39
CO-111,San Juan County,Colorado,3.89,0.27,86,3.62
CO-113,San Miguel County,Colorado,1.93,0.23,85,1.7
CO-115,Sedgwick County,Colorado,0.71,-0.31,56,1.02
CO-117,Summit County,Colorado,1.78,-0.11,66,1.89
CO-119,Teller County,Colorado,0.34,-0.84,17,1.18
CO-121,Washington County,Colorado,0.48,-0.44,46,0.92
CO-123,Weld County,Colorado,0.27,-0.65,16,0.92
CO-125,Yuma County,Colorado,0.35,-0.64,37,0.99
CT-001,Fairfield County,Connecticut,6.4,2.63,110,3.77
CT-003,Hartford County,Connecticut,5.84,2.14,104,3.7
CT-005,Litchfield County,Connecticut,6,2.21,108,3.79
CT-007,Middlesex County,Connecticut,6.16,2.51,111,3.65
CT-009,New Haven County,Connecticut,6.36,2.59,111,3.77
CT-011,New London County,Connecticut,5.69,2.2,107,3.49
CT-013,Tolland County,Connecticut,5.51,1.97,104,3.54
CT-015,Windham County,Connecticut,5.87,2.32,107,3.55
DE-001,Kent County,Delaware,3.34,0.27,78,3.07
DE-003,New Castle County,Delaware,4.04,0.99,93,3.05
DE-005,Sussex County,Delaware,3.27,0.06,67,3.21
FL-001,Alachua County,Florida,2.47,-0.65,64,3.12
FL-003,Baker County,Florida,2.51,-0.79,59,3.3
FL-005,Bay County,Florida,8.42,5.33,127,3.09
FL-007,Bradford County,Florida,2.33,-1.23,50,3.56
FL-009,Brevard County,Florida,2.21,-2.79,27,5
FL-011,Broward County,Florida,4.28,-2.48,44,6.76
FL-013,Calhoun County,Florida,5.18,2.3,112,2.88
FL-015,Charlotte County,Florida,2.49,-1.18,57,3.67
FL-017,Citrus County,Florida,2.71,-0.13,76,2.84
FL-019,Clay County,Florida,2.32,-1.78,45,4.1
FL-021,Collier County,Florida,4.67,0.11,78,4.56
FL-023,Columbia County,Florida,2.89,-0.13,75,3.02
FL-027,DeSoto County,Florida,2.56,-0.95,58,3.51
FL-029,Dixie County,Florida,3.88,0.92,97,2.96
FL-031,Duval County,Florida,3.11,-1.21,55,4.32
FL-033,Escambia County,Florida,7.23,3.69,115,3.54
FL-035,Flagler County,Florida,2.82,-1.46,48,4.28
FL-037,Franklin County,Florida,5.63,2.59,112,3.04
FL-039,Gadsden County,Florida,3.9,1.21,102,2.69
FL-041,Gilchrist County,Florida,3.4,0.47,88,2.93
FL-043,Glades County,Florida,3.48,-0.48,66,3.96
FL-045,Gulf County,Florida,6.28,3.21,116,3.07
FL-047,Hamilton County,Florida,3.38,0.67,93,2.71
FL-049,Hardee County,Florida,2.81,-0.44,73,3.25
FL-051,Hendry County,Florida,3.41,-0.83,60,4.24
FL-053,Hernando County,Florida,2.36,-0.48,67,2.84
FL-055,Highlands County,Florida,3.51,-0.21,74,3.72
FL-057,Hillsborough County,Florida,2.39,-0.54,65,2.93
FL-059,Holmes County,Florida,5.29,2.43,107,2.86
FL-061,Indian River County,Florida,1.94,-3.86,24,5.8
FL-063,Jackson County,Florida,4.09,1.48,103,2.61
FL-065,Jefferson County,Florida,5.35,2.63,117,2.72
FL-067,Lafayette County,Florida,4.24,1.33,106,2.91
FL-069,Lake County,Florida,2.97,-0.25,71,3.22
FL-071,Lee County,Florida,3.46,-0.41,73,3.87
FL-073,Leon County,Florida,5.15,2.37,115,2.78
FL-075,Levy County,Florida,3.33,0.46,85,2.87
FL-077,Liberty County,Florida,5.05,2.13,111,2.92
FL-079,Madison County,Florida,4.57,1.93,114,2.64
FL-081,Manatee County,Florida,2.43,-0.77,58,3.2
FL-083,Marion County,Florida,2.67,-0.43,68,3.1
FL-085,Martin County,Florida,3.46,-2.61,39,6.07
FL-086,Miami-Dade County,Florida,5.25,-1.48,58,6.73
FL-087,Monroe County,Florida,4.93,-0.66,69,5.59
FL-089,Nassau County,Florida,3.46,-0.4,68,3.86
FL-091,Okaloosa County,Florida,7.95,4.57,117,3.38
FL-093,Okeechobee County,Florida,3.04,-1.64,49,4.68
FL-095,Orange County,Florida,3.03,-0.64,64,3.67
FL-097,Osceola County,Florida,2.54,-1.49,43,4.03
FL-099,Palm Beach County,Florida,4.47,-1.73,54,6.2
FL-101,Pasco County,Florida,2.28,-0.57,64,2.85
FL-103,Pinellas County,Florida,1.59,-1.37,42,2.96
FL-105,Polk County,Florida,2.77,-0.39,72,3.16
FL-107,Putnam County,Florida,2.24,-1.7,41,3.94
FL-109,St. Johns County,Florida,2.6,-2.02,41,4.62
FL-111,St. Lucie County,Florida,2.87,-3.22,30,6.09
FL-113,Santa Rosa County,Florida,7.45,3.94,117,3.51
FL-115,Sarasota County,Florida,1.89,-1.63,38,3.52
FL-117,Seminole County,Florida,3.18,-0.8,63,3.98
FL-119,Sumter County,Florida,2.81,-0.03,75,2.84
FL-121,Suwannee County,Florida,3.72,0.85,97,2.87
FL-123,Taylor County,Florida,5.25,2.39,115,2.86
FL-125,Union County,Florida,2.47,-0.78,59,3.25
FL-127,Volusia County,Florida,3.19,-1.16,58,4.35
FL-129,Wakulla County,Florida,5.65,2.71,116,2.94
FL-131,Walton County,Florida,7.92,4.71,121,3.21
FL-133,Washington County,Florida,6.23,3.32,113,2.91
GA-001,Appling County,Georgia,4.03,1.46,98,2.57
GA-003,Atkinson County,Georgia,4.3,1.9,108,2.4
GA-005,Bacon County,Georgia,3.77,1.23,98,2.54
GA-007,Baker County,Georgia,2.99,0.71,87,2.28
GA-009,Baldwin County,Georgia,4.87,2.35,113,2.52
GA-011,Banks County,Georgia,7.73,4.26,120,3.47
GA-013,Barrow County,Georgia,6.8,3.59,118,3.21
GA-015,Bartow County,Georgia,2.56,-0.4,64,2.96
GA-017,Ben Hill County,Georgia,4.47,2.09,114,2.38
GA-019,Berrien County,Georgia,4.96,2.64,117,2.32
GA-021,Bibb County,Georgia,6.16,3.71,121,2.45
GA-023,Bleckley County,Georgia,4.27,1.9,108,2.37
GA-025,Brantley County,Georgia,4.68,1.63,102,3.05
GA-027,Brooks County,Georgia,4.02,1.61,108,2.41
GA-029,Bryan County,Georgia,2.93,0.21,84,2.72
GA-031,Bulloch County,Georgia,3.33,0.79,94,2.54
GA-033,Burke County,Georgia,2.33,-0.33,68,2.66
GA-035,Butts County,Georgia,6.55,3.84,124,2.71
GA-037,Calhoun County,Georgia,3.68,1.39,104,2.29
GA-039,Camden County,Georgia,4.03,0.32,82,3.71
GA-043,Candler County,Georgia,3.7,1.21,100,2.49
GA-045,Carroll County,Georgia,3.47,0.61,85,2.86
GA-047,Catoosa County,Georgia,4.81,1.63,99,3.18
GA-049,Charlton County,Georgia,3.48,0.36,79,3.12
GA-051,Chatham County,Georgia,2.72,-0.15,73,2.87
GA-053,Chattahoochee County,Georgia,7.08,4.87,127,2.21
GA-055,Chattooga County,Georgia,4.24,0.99,91,3.25
GA-057,Cherokee County,Georgia,4.13,0.96,94,3.17
GA-059,Clarke County,Georgia,6.54,3.45,118,3.09
GA-061,Clay County,Georgia,4.44,2.16,108,2.28
GA-063,Clayton County,Georgia,3.91,1.09,91,2.82
GA-065,Clinch County,Georgia,3.38,0.81,96,2.57
GA-067,Cobb County,Georgia,2.36,-0.65,57,3.01
GA-069,Coffee County,Georgia,4.4,1.97,106,2.43
GA-071,Colquitt County,Georgia,3.82,1.55,108,2.27
GA-073,Columbia County,Georgia,2.52,-0.39,67,2.91
GA-075,Cook County,Georgia,4.49,2.18,114,2.31
GA-077,Coweta County,Georgia,3.74,1.02,90,2.72
GA-079,Crawford County,Georgia,5.48,3.05,120,2.43
GA-081,Crisp County,Georgia,4.21,1.99,108,2.22
GA-083,Dade County,Georgia,5.84,2.55,108,3.29
GA-085,Dawson County,Georgia,5.76,2.16,103,3.6
GA-087,Decatur County,Georgia,2.91,0.46,85,2.45
GA-089,DeKalb County,Georgia,3.5,0.55,84,2.95
GA-091,Dodge County,Georgia,3.51,1.09,98,2.42
GA-093,Dooly County,Georgia,4.29,2.06,108,2.23
GA-095,Dougherty County,Georgia,3.23,1.04,98,2.19
GA-097,Douglas County,Georgia,2.85,-0.1,70,2.95
GA-099,Early County,Georgia,3.7,1.35,102,2.35
GA-101,Echols County,Georgia,3.27,0.66,92,2.61
GA-103,Effingham County,Georgia,2.91,0.25,84,2.66
GA-105,Elbert County,Georgia,8.48,5.47,127,3.01
GA-107,Emanuel County,Georgia,3.66,1.14,96,2.52
GA-109,Evans County,Georgia,3.47,0.9,96,2.57
GA-111,Fannin County,Georgia,5.04,1.44,93,3.6
GA-113,Fayette County,Georgia,3.93,1.18,93,2.75
GA-115,Floyd County,Georgia,3.25,0.27,81,2.98
GA-117,Forsyth County,Georgia,5.5,2.23,107,3.27
GA-119,Franklin County,Georgia,7.23,3.99,120,3.24
GA-121,Fulton County,Georgia,3.21,0.26,77,2.95
GA-123,Gilmer County,Georgia,5.2,1.51,96,3.69
GA-125,Glascock County,Georgia,2.79,0.05,72,2.74
GA-127,Glynn County,Georgia,4,0.52,84,3.48
GA-129,Gordon County,Georgia,3.13,0.05,78,3.08
GA-131,Grady County,Georgia,3.64,1.2,96,2.44
GA-133,Greene County,Georgia,5.94,3.18,119,2.76
GA-135,Gwinnett County,Georgia,4.83,1.7,101,3.13
GA-137,Habersham County,Georgia,7.94,3.83,113,4.11
GA-139,Hall County,Georgia,7.04,3.58,116,3.46
GA-141,Hancock County,Georgia,3.79,1.15,96,2.64
GA-143,Haralson County,Georgia,3.28,0.4,80,2.88
GA-145,Harris County,Georgia,7.37,4.83,126,2.54
GA-147,Hart County,Georgia,8.44,5.34,125,3.1
GA-149,Heard County,Georgia,4.24,1.53,103,2.71
GA-151,Henry County,Georgia,5.27,2.47,110,2.8
GA-153,Houston County,Georgia,4.52,2.16,113,2.36
GA-155,Irwin County,Georgia,4.87,2.56,117,2.31
GA-157,Jackson County,Georgia,7,3.77,121,3.23
GA-159,Jasper County,Georgia,7.24,4.52,125,2.72
GA-161,Jeff Davis County,Georgia,4.43,1.97,106,2.46
GA-163,Jefferson County,Georgia,2.73,0.03,76,2.7
GA-165,Jenkins County,Georgia,2.97,0.4,88,2.57
GA-167,Johnson County,Georgia,3.29,0.78,88,2.51
GA-169,Jones County,Georgia,6.46,3.93,120,2.53
GA-171,Lamar County,Georgia,5.88,3.28,118,2.6
GA-173,Lanier County,Georgia,4.23,1.8,110,2.43
GA-175,Laurens County,Georgia,3.9,1.45,99,2.45
GA-177,Lee County,Georgia,3.68,1.45,101,2.23
GA-179,Liberty County,Georgia,2.99,0.16,83,2.83
GA-181,Lincoln County,Georgia,4.23,1.29,101,2.94
GA-183,Long County,Georgia,3.44,0.67,89,2.77
GA-185,Lowndes County,Georgia,3.82,1.38,108,2.44
GA-187,Lumpkin County,Georgia,6.03,2.14,98,3.89
GA-189,McDuffie County,Georgia,3.02,0.1,77,2.92
GA-191,McIntosh County,Georgia,3.31,0,77,3.31
GA-193,Macon County,Georgia,4.21,1.95,109,2.26
GA-195,Madison County,Georgia,7.14,3.98,121,3.16
GA-197,Marion County,Georgia,5.89,3.6,123,2.29
GA-199,Meriwether County,Georgia,5.27,2.66,116,2.61
GA-201,Miller County,Georgia,2.98,0.62,94,2.36
GA-205,Mitchell County,Georgia,3.05,0.81,88,2.24
GA-207,Monroe County,Georgia,6.51,3.96,123,2.55
GA-209,Montgomery County,Georgia,5.13,2.72,116,2.41
